,antecedants,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
94,"frozenset(['GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'])","frozenset(['REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER'])",0.05910543130990415,0.0670926517571885,0.04153354632587859,0.7027027027027027,10.473616473616474,0.037568006206044766,3.1379610804530937
178,frozenset(['PINK REGENCY TEACUP AND SAUCER']),"frozenset(['REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER'])",0.06389776357827476,0.05591054313099041,0.04472843450479233,0.7,12.52,0.041155875838275374,3.1469648562300314
138,frozenset(['PINK REGENCY TEACUP AND SAUCER']),"frozenset(['REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER'])",0.06389776357827476,0.0670926517571885,0.04472843450479233,0.7,10.433333333333334,0.04044136410497198,3.1096911608093714
111,frozenset(['REGENCY TEA PLATE GREEN']),frozenset(['GREEN REGENCY TEACUP AND SAUCER']),0.036741214057507986,0.07827476038338659,0.025559105431309903,0.6956521739130435,8.887311446317657,0.02268319570476375,3.0285257873117297
58,frozenset(['REGENCY TEA PLATE GREEN']),"frozenset(['REGENCY TEA PLATE PINK', 'REGENCY TEA PLATE ROSES'])",0.036741214057507986,0.027156549520766772,0.025559105431309903,0.6956521739130435,25.616368286445013,0.024561340832304095,3.196485623003195
133,frozenset(['REGENCY TEA PLATE GREEN']),"frozenset(['REGENCY CAKESTAND 3 TIER', 'REGENCY TEA PLATE PINK'])",0.036741214057507986,0.025559105431309903,0.025559105431309903,0.6956521739130435,27.217391304347828,0.02462003286753973,3.201734367868553
108,frozenset(['GREEN REGENCY TEACUP AND SAUCER']),"frozenset(['ROSES REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'])",0.07827476038338659,0.05910543130990415,0.054313099041533544,0.6938775510204082,11.73965802537231,0.04968663556839408,3.0735889243876464
32,frozenset(['ROSES REGENCY TEACUP AND SAUCER']),frozenset(['GREEN REGENCY TEACUP AND SAUCER']),0.10063897763578275,0.07827476038338659,0.06869009584664537,0.6825396825396826,8.719792678976352,0.06081260398697547,2.9034345047923327
165,frozenset(['REGENCY MILK JUG PINK']),frozenset(['GREEN REGENCY TEACUP AND SAUCER']),0.039936102236421724,0.07827476038338659,0.027156549520766772,0.68,8.68734693877551,0.024030560687564432,2.8803913738019173
117,frozenset(['REGENCY MILK JUG PINK']),"frozenset(['REGENCY SUGAR BOWL GREEN', 'ROSES REGENCY TEACUP AND SAUCER'])",0.039936102236421724,0.03354632587859425,0.027156549520766772,0.68,20.27047619047619,0.025816840020822913,3.0201677316293933
124,frozenset(['REGENCY SUGAR BOWL GREEN']),frozenset(['PINK REGENCY TEACUP AND SAUCER']),0.039936102236421724,0.06389776357827476,0.027156549520766772,0.68,10.642000000000001,0.024604721901826086,2.925319488817892
185,frozenset(['REGENCY SUGAR BOWL GREEN']),"frozenset(['ROSES REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'])",0.039936102236421724,0.05910543130990415,0.027156549520766772,0.68,11.504864864864865,0.024796108973246637,2.94029552715655
116,frozenset(['REGENCY SUGAR BOWL GREEN']),"frozenset(['REGENCY MILK JUG PINK', 'ROSES REGENCY TEACUP AND SAUCER'])",0.039936102236421724,0.03035143769968051,0.027156549520766772,0.68,22.404210526315794,0.025944431401769948,3.030151757188499
128,frozenset(['ROSES REGENCY TEACUP AND SAUCER']),frozenset(['REGENCY CAKESTAND 3 TIER']),0.10063897763578275,0.22843450479233227,0.0670926517571885,0.6666666666666666,2.918414918414918,0.04410323673815186,2.314696485623003
134,"frozenset(['REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER'])",frozenset(['PINK REGENCY TEACUP AND SAUCER']),0.0670926517571885,0.06389776357827476,0.04472843450479233,0.6666666666666666,10.433333333333334,0.04044136410497198,2.8083067092651754
211,frozenset(['PLEASE ONE PERSON METAL SIGN']),frozenset(['COOK WITH WINE METAL SIGN']),0.05591054313099041,0.07507987220447285,0.036741214057507986,0.6571428571428571,8.75258358662614,0.032543457624350555,2.6976837060702876
188,frozenset(['BAKING SET SPACEBOY DESIGN']),frozenset(['BAKING SET 9 PIECE RETROSPOT']),0.0463258785942492,0.11022364217252396,0.03035143769968051,0.6551724137931034,5.944027986006996,0.0252452306341802,2.5803514376996803
20,frozenset(['EDWARDIAN PARASOL RED']),frozenset(['EDWARDIAN PARASOL NATURAL']),0.0463258785942492,0.06869009584664537,0.03035143769968051,0.6551724137931034,9.538091419406575,0.027169308658861475,2.7007987220447283
71,frozenset(['REGENCY TEA PLATE ROSES']),frozenset(['REGENCY TEA PLATE PINK']),0.04153354632587859,0.03194888178913738,0.027156549520766772,0.6538461538461539,20.465384615384618,0.025829599158917617,2.7965921192758256
49,frozenset(['REGENCY TEA PLATE ROSES']),"frozenset(['REGENCY CAKESTAND 3 TIER', 'REGENCY TEA PLATE GREEN'])",0.04153354632587859,0.03194888178913738,0.027156549520766772,0.6538461538461539,20.465384615384618,0.025829599158917617,2.7965921192758256
4,"frozenset(['REGENCY CAKESTAND 3 TIER', 'IVORY KITCHEN SCALES'])",frozenset(['RED KITCHEN SCALES']),0.04153354632587859,0.06070287539936102,0.027156549520766772,0.6538461538461539,10.771255060728745,0.024635343833253377,2.713525026624068
12,frozenset(['REGENCY TEA PLATE ROSES']),"frozenset(['REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER'])",0.04153354632587859,0.0670926517571885,0.027156549520766772,0.6538461538461539,9.745421245421246,0.024369953760883543,2.6950656727014555
157,frozenset(['GREEN REGENCY TEACUP AND SAUCER']),"frozenset(['REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER'])",0.07827476038338659,0.0670926517571885,0.051118210862619806,0.6530612244897959,9.733722060252672,0.045866549622839876,2.688968239052809
98,frozenset(['PINK REGENCY TEACUP AND SAUCER']),"frozenset(['REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'])",0.06389776357827476,0.051118210862619806,0.04153354632587859,0.65,12.715625000000001,0.03826720697363452,2.7110908261068007
191,frozenset(['EDWARDIAN PARASOL BLACK']),frozenset(['EDWARDIAN PARASOL NATURAL']),0.05910543130990415,0.06869009584664537,0.038338658146964855,0.6486486486486487,9.443117536140791,0.03427870040523023,2.65065126566724
196,frozenset(['REGENCY SUGAR BOWL GREEN']),"frozenset(['REGENCY TEAPOT ROSES', 'ROSES REGENCY TEACUP AND SAUCER'])",0.039936102236421724,0.027156549520766772,0.025559105431309903,0.64,23.567058823529415,0.024474578693260113,2.7023429179978704
171,frozenset(['REGENCY SUGAR BOWL GREEN']),"frozenset(['REGENCY CAKESTAND 3 TIER', 'REGENCY MILK JUG PINK'])",0.039936102236421724,0.02875399361022364,0.025559105431309903,0.64,22.25777777777778,0.024410783002786596,2.697905573304934
172,frozenset(['REGENCY MILK JUG PINK']),"frozenset(['REGENCY CAKESTAND 3 TIER', 'REGENCY SUGAR BOWL GREEN'])",0.039936102236421724,0.03354632587859425,0.025559105431309903,0.64,19.07809523809524,0.024219395931366045,2.684593539226127
205,frozenset(['REGENCY SUGAR BOWL GREEN']),"frozenset(['REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER'])",0.039936102236421724,0.05591054313099041,0.025559105431309903,0.64,11.446857142857144,0.023326256264736805,2.622470713525027
122,frozenset(['REGENCY MILK JUG PINK']),"frozenset(['ROSES REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'])",0.039936102236421724,0.05910543130990415,0.025559105431309903,0.64,10.82810810810811,0.023198664883789768,2.613596024139155
179,frozenset(['REGENCY MILK JUG PINK']),frozenset(['PINK REGENCY TEACUP AND SAUCER']),0.039936102236421724,0.06389776357827476,0.025559105431309903,0.64,10.016,0.023007277812369217,2.600283990060348
150,frozenset(['REGENCY SUGAR BOWL GREEN']),frozenset(['REGENCY TEA PLATE ROSES']),0.039936102236421724,0.04153354632587859,0.025559105431309903,0.64,15.40923076923077,0.02390041747899846,2.6624068157614484
216,frozenset(['REGENCY MILK JUG PINK']),"frozenset(['GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'])",0.039936102236421724,0.06869009584664537,0.025559105431309903,0.64,9.317209302325582,0.022815890740948665,2.5869719559815407
45,frozenset(['REGENCY SUGAR BOWL GREEN']),"frozenset(['REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'])",0.039936102236421724,0.051118210862619806,0.025559105431309903,0.64,12.520000000000001,0.023517643336157357,2.635782747603834
66,frozenset(['SET/5 RED SPOTTY LID GLASS BOWLS']),frozenset(['PACK OF 72 RETRO SPOT CAKE CASES']),0.04792332268370607,0.07827476038338659,0.03035143769968051,0.6333333333333333,8.091156462585033,0.026600251099837702,2.5137961080453093
69,frozenset(['PACK OF 72 RETRO SPOT CAKE CASES']),frozenset(['60 TEATIME FAIRY CAKE CASES']),0.07827476038338659,0.12939297124600638,0.04952076677316294,0.6326530612244897,4.889392794154698,0.039392562953587354,2.3699858004969823
142,frozenset(['EDWARDIAN PARASOL BLACK']),frozenset(['EDWARDIAN PARASOL RED']),0.05910543130990415,0.0463258785942492,0.036741214057507986,0.6216216216216216,13.418452935694315,0.03400310302238463,2.5204244637151985
220,"frozenset(['60 TEATIME FAIRY CAKE CASES', '72 SWEETHEART FAIRY CAKE CASES'])",frozenset(['PACK OF 60 PINK PAISLEY CAKE CASES']),0.0463258785942492,0.11022364217252396,0.02875399361022364,0.6206896551724138,5.631184407796102,0.02364778654472333,2.345774034272437
65,frozenset(['PACK OF 60 DINOSAUR CAKE CASES']),frozenset(['60 TEATIME FAIRY CAKE CASES']),0.0670926517571885,0.12939297124600638,0.04153354632587859,0.6190476190476191,4.784244562022341,0.032852228766242386,2.2853434504792336
91,"frozenset(['REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER'])","frozenset(['GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'])",0.0670926517571885,0.05910543130990415,0.04153354632587859,0.6190476190476191,10.473616473616474,0.037568006206044766,2.4698482428115014
30,frozenset(['SMALL POPCORN HOLDER']),frozenset(['LARGE POPCORN HOLDER']),0.054313099041533544,0.04153354632587859,0.03354632587859425,0.6176470588235294,14.871040723981901,0.031290510263450685,2.5067584173015485
57,frozenset(['REGENCY TEA PLATE ROSES']),"frozenset(['REGENCY TEA PLATE PINK', 'REGENCY TEA PLATE GREEN'])",0.04153354632587859,0.02875399361022364,0.025559105431309903,0.6153846153846154,21.401709401709404,0.024364850105645663,2.5252396166134186
151,frozenset(['REGENCY TEA PLATE ROSES']),frozenset(['REGENCY SUGAR BOWL GREEN']),0.04153354632587859,0.039936102236421724,0.025559105431309903,0.6153846153846154,15.40923076923077,0.02390041747899846,2.496166134185304
15,"frozenset(['REGENCY CAKESTAND 3 TIER', '60 TEATIME FAIRY CAKE CASES'])",frozenset(['PACK OF 60 PINK PAISLEY CAKE CASES']),0.04952076677316294,0.11022364217252396,0.03035143769968051,0.6129032258064516,5.560542309490416,0.024893078422766383,2.2985889243876465
212,frozenset(['PACK OF 60 SPACEBOY CAKE CASES']),frozenset(['60 TEATIME FAIRY CAKE CASES']),0.04472843450479233,0.12939297124600638,0.027156549520766772,0.6071428571428571,4.692239858906525,0.0213690044810093,2.216090618646529
147,frozenset(['RED RETROSPOT CAKE STAND']),frozenset(['REGENCY CAKESTAND 3 TIER']),0.052715654952076675,0.22843450479233227,0.03194888178913738,0.6060606060606061,2.6531044712862895,0.019906807255356283,1.958589333988695
93,"frozenset(['GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'])","frozenset(['REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER'])",0.06869009584664537,0.04792332268370607,0.04153354632587859,0.6046511627906976,12.61705426356589,0.03824168869744511,2.40819394850592
14,frozenset(['SET/5 RED SPOTTY LID GLASS BOWLS']),frozenset(['60 TEATIME FAIRY CAKE CASES']),0.04792332268370607,0.12939297124600638,0.02875399361022364,0.6,4.637037037037038,0.022553052496197774,2.176517571884984
16,"frozenset(['REGENCY CAKESTAND 3 TIER', 'PACK OF 60 PINK PAISLEY CAKE CASES'])",frozenset(['60 TEATIME FAIRY CAKE CASES']),0.051118210862619806,0.12939297124600638,0.03035143769968051,0.59375,4.588734567901235,0.023737100511386253,2.143032686163677
52,frozenset(['IVORY KITCHEN SCALES']),frozenset(['RED KITCHEN SCALES']),0.08626198083067092,0.06070287539936102,0.051118210862619806,0.5925925925925926,9.762183235867447,0.04588186058855352,2.3055474876561135
229,frozenset(['VINTAGE HEADS AND TAILS CARD GAME']),frozenset(['VINTAGE SNAP CARDS']),0.04313099041533546,0.12460063897763578,0.025559105431309903,0.5925925925925926,4.755935422602089,0.02018495646582082,2.148707522509439
160,frozenset(['72 SWEETHEART FAIRY CAKE CASES']),frozenset(['60 TEATIME FAIRY CAKE CASES']),0.07827476038338659,0.12939297124600638,0.0463258785942492,0.5918367346938775,4.573948097757622,0.036197674774673616,2.1329872204472844
24,frozenset(['ROSES REGENCY TEACUP AND SAUCER']),frozenset(['PINK REGENCY TEACUP AND SAUCER']),0.10063897763578275,0.06389776357827476,0.05910543130990415,0.5873015873015872,9.19126984126984,0.05267482571017362,2.26824772671418
85,frozenset(['MINT KITCHEN SCALES']),frozenset(['REGENCY CAKESTAND 3 TIER']),0.05750798722044728,0.22843450479233227,0.03354632587859425,0.5833333333333334,2.553613053613054,0.0204095172962876,1.8517571884984028
7,frozenset(['MINT KITCHEN SCALES']),frozenset(['IVORY KITCHEN SCALES']),0.05750798722044728,0.08626198083067092,0.03354632587859425,0.5833333333333334,6.762345679012347,0.028585572987373555,2.19297124600639
13,frozenset(['BINGO SET']),frozenset(['VINTAGE SNAP CARDS']),0.06070287539936102,0.12460063897763578,0.03514376996805112,0.5789473684210527,4.64642375168691,0.027580152905510927,2.0790734824281154
207,frozenset(['WOODEN BOX OF DOMINOES']),frozenset(['VINTAGE SNAP CARDS']),0.052715654952076675,0.12460063897763578,0.03035143769968051,0.5757575757575758,4.6208236208236215,0.023783033408527186,2.0634413509812872
140,frozenset(['PACK OF 60 SPACEBOY CAKE CASES']),frozenset(['PACK OF 60 DINOSAUR CAKE CASES']),0.04472843450479233,0.0670926517571885,0.025559105431309903,0.5714285714285714,8.517006802721088,0.02255815615143566,2.17678381256656
177,frozenset(['GREEN REGENCY TEACUP AND SAUCER']),"frozenset(['REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER'])",0.07827476038338659,0.04792332268370607,0.04472843450479233,0.5714285714285714,11.923809523809524,0.040977247904949526,2.2215122470713524
166,frozenset(['SET OF 3 REGENCY CAKE TINS']),frozenset(['REGENCY CAKESTAND 3 TIER']),0.05591054313099041,0.22843450479233227,0.03194888178913738,0.5714285714285714,2.501498501498501,0.01917698455633925,1.8003194888178913
192,frozenset(['EDWARDIAN PARASOL NATURAL']),frozenset(['EDWARDIAN PARASOL BLACK']),0.06869009584664537,0.05910543130990415,0.038338658146964855,0.5581395348837209,9.443117536140793,0.03427870040523023,2.1293929712460065
61,frozenset(['RED KITCHEN SCALES']),frozenset(['REGENCY CAKESTAND 3 TIER']),0.06070287539936102,0.22843450479233227,0.03354632587859425,0.5526315789473685,2.419212366580788,0.019679694597270564,1.7246758128171398
139,frozenset(['VICTORIAN SEWING BOX MEDIUM']),frozenset(['60 TEATIME FAIRY CAKE CASES']),0.0463258785942492,0.12939297124600638,0.025559105431309903,0.5517241379310345,4.263942103022563,0.019564862354418233,1.942123371835832
231,frozenset(['PACK OF 60 PINK PAISLEY CAKE CASES']),frozenset(['60 TEATIME FAIRY CAKE CASES']),0.11022364217252396,0.12939297124600638,0.06070287539936102,0.5507246376811594,4.256217570227233,0.04644071083710153,1.9378027414201795
109,frozenset(['ROSES REGENCY TEACUP AND SAUCER']),"frozenset(['GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'])",0.10063897763578275,0.05910543130990415,0.054313099041533544,0.5396825396825397,9.130845130845131,0.048364788861782804,2.044012338878484
228,frozenset(['PACK OF 20 NAPKINS PANTRY DESIGN']),frozenset(['REGENCY CAKESTAND 3 TIER']),0.04792332268370607,0.22843450479233227,0.025559105431309903,0.5333333333333333,2.3347319347319346,0.014611764946054364,1.6533546325878594
80,frozenset(['SET/5 RED SPOTTY LID GLASS BOWLS']),"frozenset(['60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETRO SPOT CAKE CASES'])",0.04792332268370607,0.04952076677316294,0.025559105431309903,0.5333333333333333,10.76989247311828,0.023185905745695064,2.036741214057508
3,"frozenset(['RED KITCHEN SCALES', 'IVORY KITCHEN SCALES'])",frozenset(['REGENCY CAKESTAND 3 TIER']),0.051118210862619806,0.22843450479233227,0.027156549520766772,0.53125,2.3256118881118883,0.015479386336494197,1.6460063897763577
96,frozenset(['GREEN REGENCY TEACUP AND SAUCER']),"frozenset(['REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'])",0.07827476038338659,0.04472843450479233,0.04153354632587859,0.5306122448979591,11.862973760932944,0.03803243883269197,2.035143769968051
181,frozenset(['4 TRADITIONAL SPINNING TOPS']),frozenset(['VINTAGE SNAP CARDS']),0.04952076677316294,0.12460063897763578,0.025559105431309903,0.5161290322580645,4.142266335814723,0.019388786248711327,1.8091586794462193
79,"frozenset(['60 TEATIME FAIRY CAKE CASES', 'PACK OF 72 RETRO SPOT CAKE CASES'])",frozenset(['SET/5 RED SPOTTY LID GLASS BOWLS']),0.04952076677316294,0.04792332268370607,0.025559105431309903,0.5161290322580645,10.76989247311828,0.023185905745695064,1.967625133120341
99,frozenset(['SET OF 20 VINTAGE CHRISTMAS NAPKINS']),frozenset(['REGENCY CAKESTAND 3 TIER']),0.052715654952076675,0.22843450479233227,0.027156549520766772,0.5151515151515151,2.255138800593346,0.015114474986985678,1.5913538338658146
158,frozenset(['ROSES REGENCY TEACUP AND SAUCER']),"frozenset(['REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER'])",0.10063897763578275,0.05591054313099041,0.051118210862619806,0.5079365079365079,9.084807256235827,0.04549143096285559,1.9186334123466968
37,"frozenset(['REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'])",frozenset(['REGENCY SUGAR BOWL GREEN']),0.051118210862619806,0.039936102236421724,0.025559105431309903,0.5,12.520000000000001,0.023517643336157357,1.9201277955271565
17,"frozenset(['60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES'])",frozenset(['REGENCY CAKESTAND 3 TIER']),0.06070287539936102,0.22843450479233227,0.03035143769968051,0.5,2.1888111888111887,0.016484806418356826,1.5431309904153354
60,frozenset(['HOT WATER BOTTLE TEA AND SYMPATHY']),frozenset(['CHOCOLATE HOT WATER BOTTLE']),0.05750798722044728,0.0670926517571885,0.02875399361022364,0.5,7.4523809523809526,0.024895630250385326,1.865814696485623
63,frozenset(['PACK OF 60 DINOSAUR CAKE CASES']),frozenset(['72 SWEETHEART FAIRY CAKE CASES']),0.0670926517571885,0.07827476038338659,0.03354632587859425,0.5,6.387755102040816,0.028294664638814318,1.843450479233227
153,frozenset(['RECIPE BOX PANTRY YELLOW DESIGN']),frozenset(['REGENCY CAKESTAND 3 TIER']),0.08306709265175719,0.22843450479233227,0.04153354632587859,0.5,2.1888111888111887,0.02255815615143566,1.5431309904153354
33,frozenset(['PACK OF 72 RETRO SPOT CAKE CASES']),frozenset(['PACK OF 60 PINK PAISLEY CAKE CASES']),0.07827476038338659,0.11022364217252396,0.038338658146964855,0.48979591836734687,4.443655723158828,0.029710928967326397,1.7439616613418525
210,frozenset(['COOK WITH WINE METAL SIGN']),frozenset(['PLEASE ONE PERSON METAL SIGN']),0.07507987220447285,0.05591054313099041,0.036741214057507986,0.4893617021276595,8.75258358662614,0.032543457624350555,1.8488418530351436
21,frozenset(['PACK OF 72 RETROSPOT CAKE CASES']),frozenset(['60 TEATIME FAIRY CAKE CASES']),0.05910543130990415,0.12939297124600638,0.02875399361022364,0.4864864864864865,3.7597597597597603,0.021106166236258408,1.6953926349419877
112,frozenset(['PACK OF 72 RETROSPOT CAKE CASES']),frozenset(['REGENCY CAKESTAND 3 TIER']),0.05910543130990415,0.22843450479233227,0.02875399361022364,0.4864864864864865,2.1296541296541296,0.015252273678408475,1.5025222801412477
209,frozenset(['ENAMEL BREAD BIN CREAM']),frozenset(['REGENCY CAKESTAND 3 TIER']),0.052715654952076675,0.22843450479233227,0.025559105431309903,0.48484848484848486,2.1224835770290316,0.01351703089752881,1.4977447848148844
201,frozenset(['IVORY KITCHEN SCALES']),frozenset(['REGENCY CAKESTAND 3 TIER']),0.08626198083067092,0.22843450479233227,0.04153354632587859,0.48148148148148145,2.1077441077441077,0.021828333452418622,1.4880191693290732
219,"frozenset(['60 TEATIME FAIRY CAKE CASES', 'PACK OF 60 PINK PAISLEY CAKE CASES'])",frozenset(['72 SWEETHEART FAIRY CAKE CASES']),0.06070287539936102,0.07827476038338659,0.02875399361022364,0.47368421052631576,6.051557465091299,0.024002490583756086,1.7512779552715654
167,frozenset(['RETROSPOT TEA SET CERAMIC 11 PC']),frozenset(['CARRIAGE']),0.054313099041533544,0.31789137380191695,0.025559105431309903,0.47058823529411764,1.480342890925214,0.008293439761557227,1.2884274050408235
230,frozenset(['60 TEATIME FAIRY CAKE CASES']),frozenset(['PACK OF 60 PINK PAISLEY CAKE CASES']),0.12939297124600638,0.11022364217252396,0.06070287539936102,0.46913580246913583,4.256217570227232,0.04644071083710153,1.6760903484657108
144,frozenset(['PACK OF 60 PINK PAISLEY CAKE CASES']),frozenset(['REGENCY CAKESTAND 3 TIER']),0.11022364217252396,0.22843450479233227,0.051118210862619806,0.46376811594202894,2.030201682375595,0.025939327746532063,1.4388653829548397
218,frozenset(['VINTAGE SNAKES & LADDERS']),frozenset(['BINGO SET']),0.05910543130990415,0.06070287539936102,0.027156549520766772,0.4594594594594595,7.568990042674254,0.02356867988853617,1.737699680511182
184,"frozenset(['ROSES REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'])",frozenset(['REGENCY SUGAR BOWL GREEN']),0.05910543130990415,0.039936102236421724,0.027156549520766772,0.4594594594594595,11.504864864864865,0.024796108973246637,1.7761182108626197
40,"frozenset(['REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER'])","frozenset(['REGENCY SUGAR BOWL GREEN', 'ROSES REGENCY TEACUP AND SAUCER'])",0.05591054313099041,0.03354632587859425,0.025559105431309903,0.45714285714285713,13.627210884353742,0.0236835121313885,1.780309399697326
126,frozenset(['JAM MAKING SET WITH JARS']),frozenset(['JAM MAKING SET PRINTED']),0.05591054313099041,0.05910543130990415,0.025559105431309903,0.45714285714285713,7.7343629343629345,0.022254488664781715,1.7332268370607025
203,"frozenset(['REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER'])",frozenset(['REGENCY SUGAR BOWL GREEN']),0.05591054313099041,0.039936102236421724,0.025559105431309903,0.45714285714285713,11.446857142857143,0.023326256264736805,1.7685387590381703
5,frozenset(['RED KITCHEN SCALES']),"frozenset(['REGENCY CAKESTAND 3 TIER', 'IVORY KITCHEN SCALES'])",0.06070287539936102,0.04153354632587859,0.027156549520766772,0.4473684210526316,10.771255060728745,0.024635343833253377,1.7343678685531723
217,frozenset(['BINGO SET']),frozenset(['VINTAGE SNAKES & LADDERS']),0.06070287539936102,0.05910543130990415,0.027156549520766772,0.4473684210526316,7.568990042674254,0.02356867988853617,1.702571124296364
137,frozenset(['ROSES REGENCY TEACUP AND SAUCER']),"frozenset(['REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER'])",0.10063897763578275,0.04792332268370607,0.04472843450479233,0.4444444444444444,9.274074074074074,0.03990548030499443,1.713738019169329
19,frozenset(['EDWARDIAN PARASOL NATURAL']),frozenset(['EDWARDIAN PARASOL RED']),0.06869009584664537,0.0463258785942492,0.03035143769968051,0.441860465116279,9.538091419406575,0.027169308658861475,1.708666134185303
198,frozenset(['PARTY BUNTING']),frozenset(['REGENCY CAKESTAND 3 TIER']),0.05910543130990415,0.22843450479233227,0.025559105431309903,0.43243243243243246,1.8930258930258932,0.012057385499494738,1.3594249201277955
149,frozenset(['FUNKY WASHING UP GLOVES ASSORTED']),frozenset(['60 TEATIME FAIRY CAKE CASES']),0.05910543130990415,0.12939297124600638,0.025559105431309903,0.43243243243243246,3.3420086753420093,0.01791127805734467,1.5339266697094174
121,"frozenset(['ROSES REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'])",frozenset(['REGENCY MILK JUG PINK']),0.05910543130990415,0.039936102236421724,0.025559105431309903,0.43243243243243246,10.82810810810811,0.023198664883789768,1.691541153202495
127,frozenset(['JAM MAKING SET PRINTED']),frozenset(['JAM MAKING SET WITH JARS']),0.05910543130990415,0.05591054313099041,0.025559105431309903,0.43243243243243246,7.734362934362935,0.022254488664781715,1.6633957097215883
64,frozenset(['72 SWEETHEART FAIRY CAKE CASES']),frozenset(['PACK OF 60 DINOSAUR CAKE CASES']),0.07827476038338659,0.0670926517571885,0.03354632587859425,0.42857142857142855,6.387755102040816,0.028294664638814318,1.6325878594249204
225,"frozenset(['REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER'])",frozenset(['REGENCY SUGAR BOWL GREEN']),0.0670926517571885,0.039936102236421724,0.02875399361022364,0.42857142857142855,10.731428571428571,0.02607457461033592,1.680111821086262
59,frozenset(['CHOCOLATE HOT WATER BOTTLE']),frozenset(['HOT WATER BOTTLE TEA AND SYMPATHY']),0.0670926517571885,0.05750798722044728,0.02875399361022364,0.42857142857142855,7.4523809523809526,0.024895630250385326,1.6493610223642174
190,frozenset(['PACK OF 60 DINOSAUR CAKE CASES']),frozenset(['PACK OF 60 PINK PAISLEY CAKE CASES']),0.0670926517571885,0.11022364217252396,0.02875399361022364,0.42857142857142855,3.8881987577639747,0.021358797170533534,1.557108626198083
186,frozenset(['PINK REGENCY TEACUP AND SAUCER']),"frozenset(['REGENCY SUGAR BOWL GREEN', 'ROSES REGENCY TEACUP AND SAUCER'])",0.06389776357827476,0.03354632587859425,0.027156549520766772,0.425,12.66904761904762,0.0250130143208566,1.6807889984720101
125,frozenset(['PINK REGENCY TEACUP AND SAUCER']),frozenset(['REGENCY SUGAR BOWL GREEN']),0.06389776357827476,0.039936102236421724,0.027156549520766772,0.425,10.642,0.024604721901826086,1.669676343936658
74,"frozenset(['GREEN REGENCY TEACUP AND SAUCER', 'ROSES REGENCY TEACUP AND SAUCER'])",frozenset(['REGENCY SUGAR BOWL GREEN']),0.06869009584664537,0.039936102236421724,0.02875399361022364,0.41860465116279066,10.481860465116279,0.026010778919862403,1.6513099041533545
97,frozenset(['ROSES REGENCY TEACUP AND SAUCER']),"frozenset(['REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER', 'PINK REGENCY TEACUP AND SAUCER'])",0.10063897763578275,0.04472843450479233,0.04153354632587859,0.4126984126984127,9.226757369614512,0.03703212240606722,1.6265434763837319
